sentiment,content
love, yes! i love him. i have seen the eps so many time that i quote his lines with him.
happiness,i am back from my first 5k running race  and still alive!
neutral," and, we have your fabulous interracial gangbang!  woot!"
neutral, so true!
neutral, hmm it seems to me  needs the followers.
love,is loving the fact that jor can talk and tell me what she wants!! amazing
sadness," interesting people like you should never be bored, tooshers."
happiness,nursing my scratches and bumps from festivus mud wrestling. i swear there is still dirt in my hair but a good time was had by all
neutral, important person?  who?
love, hey whats up? did u like the new episode of jonas?
neutral, you can vote once per day per computer
surprise, that is what i was last night
happiness,spring show was super fun!
neutral,sleepless in seattle
neutral,"is having a darts party with the parentals, my neighbor, and !"
sadness, sorry about it
neutral, thank you!
happiness," nope, i am on my way home now."
neutral, ohh i love green and purple.. and black!
happiness, turn on your closed caption .. then you can read and watch animal planet at the same tiime.
happiness, oh that is cool  thanks!!
happiness," hahaha, that is a cool pic that sal made of daniel and you. lol."
happiness, my heart sings
love,dave looks so cute in the dark
neutral,is home
happiness, congrats on your new mac book air!
happiness,whoo! spcn 2009!  ready to cheer for !
neutral, lol. i see what you did there.
neutral, not sure what youre talking about..im not on a ferris wheel im on my couch!
happiness," i heard one of your songs, and you have an amazing voice  i was stunned"
neutral,watching boxing and waiting to go out to hollywood tonight
happiness,"it is so warm out this evening!  and i just met my new neighbors, they are so nice."
happiness, lol yeah  i forgot about your tweetdeck statuses! so funny
neutral,you shutting up.  jk
happiness,  yeaa!
neutral,at the walnut high school prom with becca
love,twitter is officially the best way to advertise something.
surprise, you are welcome.
surprise,is noow calmm  eating polvoron .. yuumm
neutral,at piece now  possibly beachwood in a bit
worry,happy mother is day to all the momma is to be and mommas currently.  have a wonderful day!!
sadness," yupp. i was gonna get it up top but i did not. i will soon, but i got 2nd holes instead"
neutral, definitley miley
worry, maybe tonights the night to pick it up again?
happiness,welcomes my nephew to the christian world.
love,amazing day with my boyfriend. he is a good drummer.
worry,relaxing.
happiness, happy birthday in 2 hours and 54 minuets  haha
happiness,  give them my best!
neutral, congratulations  xo
sadness,i have no idea what im doing and i am completely lost.
neutral,watching george lopez. went to my school and played some basketball. today was pretty nice. and hot!
neutral,thinking of what i should do in vegas?? any good ideas or places that are a most see!??
happiness," just looked at your page and realised it was a radio show, get them to play call it what you want so love that track"
worry,watching hoping for haley
love, discover a whole new beautiful you
worry, i am at sharkeez!
worry," sorry i ca not help it, hopefully it rubs off on you."
happiness,just downloaded twitterberry. my life is now even more convenient.
worry, i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week.. ill hit u up
neutral,"takin short nap, gym and work before kids come back home tonite"
love,"you make me smile..it will get better, you have to believe that"
neutral,"i thought ur account  was fake. but, it is true, sorry david!"
happiness, aha i see..will do
happiness,fun day with boo. short but fun
love,good movie.
happiness,watchin what a girl wants with mom and brittany..
happiness,cousin leon was born today
worry,girls night in portland
neutral," no, im a people pleaser"
love,sweet dreams
neutral, i would notice..
worry, 4n? ma rog  never heard of it  esti beat acum? u tweet too much
happiness," it was a biligual sweatshop lol i talk 2 him once in a while but not as much, he got an r6"
love," e.l.o.  wow, brings back so many happy memories.  love this band!..and yes, i know i am showing my age but i do not care"
neutral," i would say 10 years younger is not too young, but he would have to be intelligent, good convo skills and other skills"
happiness,"family guy reruns, food, and, good phone conversations  ah, saturdays."
neutral, do it up
neutral, i have a new found respect for you now that i know you know the konami code!
worry, can you talk to my hubby  and convince him that that is a great present for all mommies??
love,i know when alexx is debut in big butt magazine comes out..because she loves me
neutral, how much?
neutral,deep fried mars bars! nice..me like  awake cant sleep..chocolate overload!
love,homme! good day
love,going to the gold coast for mothers day lunch
happiness, thanks for finding me!  have a wonderful evening!
happiness,watching the pianist with my dad great movie.
love, ok..you do that.
love,happy mother is day to all the moms out there!
surprise," no prob, you have a sexy site there"
happiness, dear itto what could possibly be that bad? xo
sadness,was an international student today  had soo much fun at sixflags with friends i do not know well enough!
love,whoever u are and wherever u go always remember where u come from
neutral,eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself
love,just saw ghost of girlfriends past  it was actually really cute for a total chick flick. mattew mcconaughey is smexy
neutral,is watching because i said so
love, thanks man!  i appreciate it!  you rock sir.
happiness, congrats! my wife would oppose live tweeting birth too i am sure
worry,watching the fight video.  still shots of me breaking his nose to come soon.  austin d. has some pretty good commentary.
worry, thank you very much rex for ff
neutral," that is not what  said  i like you, too, though.  is going steady with , though.."
neutral,chillin bored drinking a margarita. txt me
love,in rye..happy mothers day mums  ily mummy  lol
love,i love my hair blowin in the wind
neutral, it is ok because one of my favorite movie series is star wars. that makes me more of a dork than you
happiness, hahah i will try
neutral,i am clean
neutral, i was about 25 minutes late. i think they thought i got lost but i knew where i was going. yeah right! lol.
happiness, glad you are having a blast.
worry,  and what did i do to u kk thanks
worry, what are those barrels made of? hey pass that barrel
love, i love that song
neutral,  5 days
happiness,"getting ready to go read, pray, and go to bed. enjoy the rest of the night"
happiness,lvl 96 me vs a lvl 115 owned me i was useing crappy armour
happiness,  have funn!
worry,movin into the big room
